watchers,size
0,1460
1,205
8,13013
1,201
1,96
1,48
99,833
1,96
3056,5374
1,48
1,52464
5,1068
4,288
9,109731
1,48
1,115
6,1474
6,477917
9,139775
2,18240
2,1128
2,609
1,96
2,360
1,448
1,136
1,147672
0,178
1,676
1,88
1,114
1,148
7,1580
6,1308
1,92
91,4984
1,455
1,32861
1,7276
1,1048
2,388
1,124
2,2776
1,100
1,301
1,48
1,577
0,4235
28,334
1,1092
1,284
1,752
1,96
1,760
1,296
2,132
1,1040
1,96
1,100
1,846
1,8268
3,176
3,3444
1,88
4,101
3,21380
4,144
1,96
1,2444
1,2048
7,27605
1,480
1,15298
1,362860
2,27356
1,2120
1,133904
2,108
1,108
206,210
1,48
1,96
2323,3728
1,48
1,48
8,214
1,212
33,79808
17,173787
3,579
3,104
15,14333
10,461
35,18734
2,1088
6,147
1,3268
2,1236
1,708
1,3804
2,196
1,1137
1,48
99,14575
1,68
1,715
1,100
2,520
2,640
1,434
1,447
1,96
1,184
1,132
1,48
0,7334
0,48
1,96
0,452
0,48
0,1068
1,100
1,6776
3,604
1,336
1,128
1,464
4,124
2,128
1,703
1,102780
26,1176
14,175
4,708
1,3418
13,2145
1,13744
1,399
1,136
1,380
1,400
2,151422
2,6255
2,716
1,3516
1,144
4,2270
4,64316
1,2244
102,32901
1,820
60,1200
1,48
43,98863
4,8353
9,2866
3,2485
1,112178
1,1307033
2,3542
4,128
2,164
1,956
8,96
2,444
1,48
1,120
1,48
1,96
5,9787
1,9876
5,319
1,48
1,12605
1,48
1,588
1,100
1,3683
1,160
3,2184
0,636
1,1752
1,436
156,62571
2,1340
1,736
0,988
1,128
1,114060
2,872
1,124
1,2136
1,8157
187,2165
21,13559
1,844
2,436
31,2040911
8,615
1,432
0,14288
0,981
1,15572
1,27421
1,4648
1,27408
187,1319
5,476
15,887
1,100
28,251
2,3329
1,11710
4,1136
1,200074
1,48
16,175782
2,1972
1,932
1,108
2,1220
1,900
1,340
1,462
1,96
1,10363
1,100
2,292
1,476
1,168
1,448
1,6057
3,88967
6,4604
1,1096
1,100
1,48
0,172
2,228
1,252
1,100
1,88
1,1668
0,172
1,7328
1,48
2,10413
1,128
1,20110
0,1492044
1,3647
1,7498
1,304
2,432
1,108
1,100
1,100
1,1808
1,776
1,1564
0,136
1,2976
1,120
1,145
0,5244
1,96
1,5180
0,373
1,144
1,456
2,1088
2,478
1,96
1,416
13,9705
9,2460
4,584
1,764
1,756
4,162
1,496
61,3499
0,1956
856,960
57,167
24,381
1,3252
5,786
0,48
1,48
8,177
5,190
2,565
13,422
8,4557
20,1372
0,10083
2,1656
1,414
1,4812
0,408
1,328
1,608
1,48
1,48
1,104
1,100
1,820
5,1088
3,208
1,96
1,48
2,7272
0,2642
0,48
0,2951
1,107
1,440
1,400
1,5623
1,468
0,1016
1,48
1,48
0,408
1,186264
1,428
1,136
1,48
1,126639
0,3452
1,19756
0,111474
1,48
0,2367
1,124
1,680
1,1084
0,128
2,152
3,5153
0,192
0,192
1,48
0,136
3,412
2,5996
1,2651
1,116
0,100
0,9247
1,176
3,19493
1,328
7,167
0,37564
1,128
3,96
9,5528
0,336
0,932
8,557
0,24453
2,3668
0,97896
0,40052
1,30548
6,3151
0,284
2,15988
1,2379
0,48
0,92
7,499564
12,1837
0,100
4,5140
3,632
15,116
2,104
4,143
0,96
3,4052
0,48
1,788
0,188
2,224
1,96
0,96
1,416
0,100
0,26020
2,8628
0,96
0,48
0,25120
1,109
0,12583
48,46117
0,100
0,104
0,528
0,560
0,748
0,1716
0,164
0,100
1,1660
1,3183
0,96
0,480
1,269
0,48
0,48
0,7132
0,292
0,132
0,624
1,360
0,48
0,4084
1,174
0,48
1,1424
0,387
3,132
0,908
0,440
0,48
2,144
0,96
1,30316
0,1072
0,460
0,12576
24,386
1,296
0,12216
3,780
0,440
18,1557
10,45838
0,48
1,96
0,280
86,21521
0,510
2,88817
0,292
0,812
2,3262
6,1447
0,5368
0,10275
104,1235
0,964
0,2212
0,708
6,5968
0,2624
0,132
0,10571
2,9752
0,244
0,194
3,6280
0,452
0,692
0,4124
39,483
49,453
31,934
1,48
0,2907
3,1506
4,8950
3,142
3,2765
2,1010
0,264
5,47703
2,625090
0,6524
130,56351
0,919
0,109
0,456
0,3789
0,831
11,1489
2,4359
23,20072
4,419
0,687
0,417
0,414
1,529791
0,271
0,344
2,444
0,124784
0,328
0,96
0,93
0,179
0,142
1,478
0,1504
2,236
0,232
0,93
0,112
3,160
0,86958
0,145
0,469
0,440
56,2230
0,48
0,860
1,681
0,208
1,896
0,48
1,96
0,96
2,100
0,70307
1,183
0,100
0,109765
0,164
0,110980
1,4836
0,7384
0,400
0,86
0,720
1,5046
0,92
0,360
1,128
0,160
0,96
0,96
0,90974
1,152
0,128
0,184
0,280
0,35333
1,2751
4,260
0,152
0,48
0,48
0,48
0,78187
0,85
0,35944
1,516
41,211
1,4740
0,48
18,1372
0,9536
1,200
0,48
0,96
0,156
0,628
0,752
0,218
0,7004
1,544
0,656
0,1428
0,1208
0,287
0,48
0,396343
0,153
0,388883
0,92
0,236
0,108
0,752
0,48
0,100
0,1255028
0,384
0,204
0,52071
1,6148
0,565
0,88
0,1948
0,429
0,7280
0,7878
95,480
1,108
0,48
0,104
0,48
0,264
0,96
0,868
0,172
0,436
1,92
0,79479
1,1274754
2,132
1,48
0,2363
0,92930
2,2708
0,1566
0,54192
0,96
0,25011
3,124
0,467
0,1325
1,19337
0,48
0,48
1,2196
2,439
1,660
0,112
1,8180
0,112
0,2840
0,2700
0,482
34,182
1,1568
0,440
0,351
0,647272
0,2291
0,48
0,132
0,748
0,156
1,37820
0,20246
0,100
0,436
6,2100
0,48
0,96
19,4088
0,100
0,456
3,17635
0,1384
3,99
0,756
1,1000
0,7356
0,1080
3,1076
0,7356
0,248
0,484
0,92
1,28620
0,111336
0,1182
0,6544
0,92
21,154
0,110832
0,420
0,1908
10,127
1,459
4,92
0,100
1,34971
5,316
59,410
0,251
0,964
2,344
10,117
1,948
0,624
0,196
0,12220
6,300
0,407
2,14434
3,160
0,21972
1,11908
0,221
0,96
55,36009
0,48
5835,942738
0,48
1,28415
0,439336
2,215
0,75
0,20565
0,100
15,213
0,1520
0,16300
5,2286
0,100
0,434
0,96
0,96
0,164
0,452
37,275
0,11708
0,27028
0,80812
0,736
0,475028
0,476
0,100
0,48
0,5766
0,65399
3,501
0,339782
0,160
0,92
0,740
0,96
0,48
0,500
0,48
0,104
0,104
0,95
0,2508
0,104
0,104
0,48
0,456
0,91
0,440
0,104
0,108
0,1565
2,462
0,212
0,1020
0,12912
0,532
0,404
3,239
0,92
1,448
0,192
2,15458
0,1144
10,1846
0,168
3,484
1,104
0,152
0,185
87,4024
6,191
0,96
10,3027
0,48
0,3393
0,2440
1,1313
3,2747
0,1093
0,117
0,2601
0,386
1,4190
0,1426
0,920
0,9536
0,241
0,108
0,226
0,128
0,92
1,782
0,6940
0,360
0,439
0,2167
0,444
0,48
0,92
0,92
0,134
0,3869
0,96
0,96
0,280
0,1372
0,2101
0,120
0,21260
0,148
4,212
0,108
0,108
0,91956
0,113
0,113
0,112
0,99
0,137
0,100
0,502
0,9576
0,160
0,100
0,103
0,2277
0,106
0,127
0,831
0,574
1,2500
9,18315
0,106
0,132
0,480
1,2260
0,456
0,136
0,48
0,728
0,1756
1,2864
4,85239
0,97
0,268
2,412
2,312
0,760
0,1626
0,818914
67,5545
16,18568
2778,53314
0,844
8,7251
5,12459
2,607
0,70487
1,143
5,6542
0,2767
2,748
5,2386
0,16019
6,112
0,48
0,836
1,383
0,100
4,1597
0,100
0,96
0,110
6,103
0,14988
0,3056
0,4868
0,174
0,124
0,516
0,48
0,48
0,60974
0,48
0,1700
0,148
0,492
1,984
1,8257
0,7166
0,15204
0,12888
1,44326
1,516
0,100
149,576
0,616
0,2836
0,2660
0,1332
0,136
0,108
1,104
0,440
6,2918
1,10624
0,2192
0,448
0,512
0,744
0,996
0,16011
2,1966
3,264
0,6960
2,6184
0,952
0,12844
0,912
0,3936
0,217584
0,5868
0,104
0,96
567,2428
342,18269
0,48
0,96
30,20682
0,96
0,92
0,92
2,180
1,104
0,696
0,8733
1,100
12,5826
4,11262
3,163099
2,5810
17,165227
1,6156
0,119
0,217240
7,554
0,2661
0,120
4,240807
1,2080
1,542
0,19662
1,336
0,1148
2,2819
0,436
0,48
0,48
0,3652
0,100
2,245
0,240
0,92
0,100
0,208
0,48
1,1084
0,436
0,992
0,96
2,668
0,1091
0,6822
1,2116
0,48
0,88
0,784
0,168
0,1228
0,240
0,1692
1,436
0,48
0,1617
0,6460
0,48
0,1414
0,352
2,1052
0,612
1,408
0,156
0,876
0,48
0,664
0,5144
1,267376
0,5840
0,102848
0,92
0,48
0,96
0,136
12,2451
2,936
0,9499
0,6058
1,112
0,96
1,738
0,2448
0,176
1,796
0,437
3,588
0,9156
1,120
0,396
0,18655
0,9622
0,100
1,452
10,376
0,6768
0,15705
1,404
21,11793
10,10622
7,311
0,6432
18,8706
0,1480
0,747
0,100
0,48
3,319
131,244054
59,72507
5,108
8,8818
0,96
262,896
0,141
0,243
1,736
0,130
2,1184
0,6212
4,2480
0,48
0,11694
0,96
2,6876
0,96
0,48
0,1600
1,269
0,132
0,362
0,48
0,380
0,1608
416,1023
1,94
0,100
0,16475
1,576
0,100
0,232
0,5428
0,599
0,452
1,7337
0,4144
0,140
1,1416
4,1028
0,140
2,992
0,136
1,10178
0,1236
13,436
0,5284
0,780
1,180
5,13967
0,5553
2,48
0,37116
0,226108
0,40096
0,148
0,164
1641,14310
46,23553
0,96
0,23040
3,92
3,464
2,156
1,5520
0,52
0,118000
0,48
0,416
0,752
2,132068
0,448
0,112
3,645
0,273
1,93
12,813
31,712
0,372
1,3448
3,97
0,23644
0,8684
0,3188
3,140
1,10456
0,39116
2,5896
0,6284
2,2348
0,1667
5,171
60,4082
22,23468
43,9731
9,3169
0,58391
0,6645
0,49878
3,1915
1,20224
2,18204
126,4321
1,5616
0,100
0,18735
0,96
0,8432
0,104
0,100
0,5082
0,4368
0,6992
0,25396
1,128
0,32656
1,856
0,48
0,36288
0,132
0,3224
0,6552
1,3463
1,424
0,114128
0,96
0,92
0,1496
0,112
0,1556
0,2248
0,108
0,48
0,5200
0,5824
0,412
0,680
82,199
0,48
0,100
0,48
25,332
0,1059
0,456
0,92
3,8828
0,21212
0,48
0,979331
0,4864
0,2208
0,144
0,3452
0,436
2,643
0,136
0,3112
0,100
2,1056
0,3544
0,1809
0,91
0,428
0,244
33,430
0,23272
0,916
2,2651
1,2716
1,778
1,196
0,104
0,3941
20,1141
0,7997
0,96
77,440
16,30863
3,198
29,1133368
15,147415
11,7291
6,159
24,74678
16,31260
48,626
0,5019
7,715
0,1369
3,45780
0,28024
0,2022
4,656
3,488315
4,85
0,145
0,858
0,4206
7,1081
1,770
0,92
0,92
0,1804
4,15096
0,1808
0,48
0,1916
0,10252
0,96
0,7256
0,5692
0,92
0,752
0,118
0,171
0,149
0,4388
0,128
0,1008
0,281
0,206
1,500
0,784
0,727
1,27756
1,962
4,1144
0,730
0,460
0,355
2,128
3,22198
1,38480
0,408
0,1650
0,111
400,9066
0,933
0,468
0,100
0,317
0,1420
0,4007
0,339
2,256
0,509900
1,205520
1,824
0,612
0,1828
0,94
0,150
0,48
1,280
0,3712
0,48
0,732
9,101
0,144
0,4172
6,293125
1,28916
3,348
0,184
0,156
5,1412
581,530
0,53200
3,30517
0,4748
1,864
0,236
0,93464
0,9404
2,1447
1,3932
35,511
24,103
0,87
160,244
1,10448
2,12979
0,26669
0,4903
18,4010
0,3721
0,5433
0,12314
3,1048
1,4884
0,48
0,144
1,17748
1,6956
0,1936
0,96
0,216
2,709
0,48
2,136
0,1200
0,2436
0,4364
0,28238
0,110480
0,4844
0,120
0,1180
0,17340
0,1188
0,765
0,752
0,100
0,92
0,48
0,438028
0,92
0,9129
0,48
5,318
0,5304
0,870
0,3908
4,456
0,9335
0,3003
0,256
0,627
0,628
0,2293
0,92
0,416
0,3576
0,10155
0,3112
10856,19119
1,12017
0,420
36,7715
0,368
0,132
1,88
0,12212
1,18284
0,226
1,504
10,1012
0,540
17,120
1,2380
2,1392
0,524
0,612
2,5946
3,2101
3,135
0,150
0,1418
0,1118
1,460079
0,19720
1,116
0,92
0,104
315,186
0,265
60,6651
2,796
6,461
0,92
0,48
15,21479
0,13480
0,660
11,424
1,109
7,3909
1,760
1,124
0,732
0,140
0,768
0,48
0,336
1,140
0,3760
0,420
1,4555
0,136
0,48
2,96
1,490
0,3773
0,96
1,92
0,380
0,144
0,140
0,1640
0,108
0,436
1,10132
0,876
0,1021
0,764
0,6196
0,184
0,5608
0,144
0,100
0,2956
2,2332
6,144
0,376
0,100
0,700
1,1320
7,2478
2,303
0,88
0,500
0,108
0,1716
0,142
101,2652
26,27446
0,48
0,48
0,100
0,120889
0,154690
0,2518
3,61470
1,8635
4,1275
2,1132
0,130581
2,6217
0,96
0,580
0,1040
0,440
0,985
0,80
0,200
0,780
1,316
0,48
0,92
0,92
0,96
0,791
0,92
0,407
0,1704
0,48
0,212
0,264
0,4700
2,92
0,1944
0,2224
0,113856
1,10132
0,372
0,48
0,512
0,308
0,232
0,19452
0,3452
0,514005
0,96
0,704
1,5828
1,277
80,3720
0,288
1,284
0,320
0,64
1,651
0,2040
1,50772
1,3108
0,728
0,2192
0,132
23,3733
2,1056
0,348
3,92
0,636
3,1132
0,164
1,364
0,148
0,7696
0,100
15,129
12,103982
19,4029
0,48
1,1886
26,232
6,1400
1,457
3,144
0,144
32,60376
4,133020
8,4856
1,27675
1,160
2,1922
2,107
0,7060
9,157
12,599
0,13089
0,2688
0,10812
0,167
1,272
0,5292
0,48
0,2610
0,2856
0,128
0,1056
0,48
0,404
0,988
0,185
0,708
0,132
3,119
1,116
0,92
0,48
0,760
0,66920
0,180
1,2960
0,240
0,503688
0,236
0,112
2,123
0,292
16,889
1,140
0,184
0,100
0,2896
1,571
0,100
0,240
2,608
0,108
0,3012
1,884
0,512
0,249
0,1284
0,4236
0,672
0,90244
1,122
1,1012
3,752
1,4648
1,9271
9,14361
0,104
6,7878
0,184
61,207
5,2508
0,15280
2,81747
0,140
2,180
1,340
3,2608
10,1050
3,734
20,2068
1,248
1,94694
0,176
0,140
111,12936
0,353
0,14080
0,1667
33,116
0,48
0,48
0,48
73,2867
9,308
195,121153
0,45719
9,1999
23,986
0,148
9,22424
20,9310
25,219
5,584
4,502
2,240
0,124
0,432
0,5347
0,48
41,901
0,432
0,48
0,96
0,10562
0,836
0,6004
0,88
0,868
0,784
0,1196
0,2672
0,5264
0,283
0,92
0,732
0,792396
0,2092
0,1256
0,373
0,48
0,21180
0,8329
0,412
0,400
0,468
0,16747
1,5913
0,840
0,36920
2,20350
0,273
0,7560
0,784
0,1823
0,136
0,92
3,10328
11,12532
1,406
0,184
0,5940
0,48
0,41300
0,344
0,128
0,100
0,212
0,1120
23,153
0,48
1,788
8,1844
0,4800
0,449
7,2404
0,4824
0,212
3,88
0,14088
2,360
5,462
1,512
3,6351
0,6984
6,264
0,168
1,1668
1,604
0,264
0,96
1,1588
0,100
11,10736
0,100
0,740
0,400
30,19637
8,385
3,1180
0,57913
1,135
0,128233
0,88
0,1774
0,448
2,456
0,100
0,100
1,181
1,452
0,132
2,2573
0,1608
0,152
0,96
0,92
0,5336
1,7671
0,2888
1,8320
0,88
1,797
0,2844
0,828
4,2129
0,2436
0,2788
0,48
0,1224
0,1120
0,4784
0,132
0,1124
0,46395
0,4776
0,48
1,784
0,185
0,108
0,428
0,22646
0,10512
0,48
1,1002
0,704
0,1044
1,129
0,48
0,2016
1,1860
0,308
0,244
0,132
0,2040
50,27243
2,156
0,584
0,1408
0,343286
0,100
0,128
1,184
0,37304
1,920
1,3296
0,1756
0,144
0,23096
4,1000
3,895832
0,48
0,2028
0,256
1,92000
0,2192
0,156
0,16588
0,101
0,524
2,699
0,868
33,101
73,32182
0,48
6,1625
1,200
22,52851
2,221
2,5758
0,92
16,864
0,1448
4,448
1,120
0,156
0,96
0,956
0,92
0,1716
0,1088
0,88
0,548
0,48
1,512
0,1444
0,260
0,184
2,42874
0,528
1,424
0,1132
0,100
0,412
0,464
0,1876
0,96
0,104
0,924
1,692
0,148
0,4460
0,128
0,716
1,922
0,48
0,2464
1,124
1,248
0,107228
1,104
0,125944
0,728
0,2579
0,419
0,696
0,140
0,356
0,432
0,27628
1,176
0,140
0,156
0,597
29,3812
2,43086
0,91772
4,464
0,3192
0,7148
0,1073
18,171
11,96603
3,5536
1,4712
0,144
2,108
0,2516
0,100
0,4364
1,142
0,172
0,109
0,223
2162,6689
4,292
3,28068
6,35546
5,28693
0,92075
1,1318
1,1172
9,8791
9,199
0,68
0,3788
0,92
0,421
1,850
0,5096
0,433130
0,788
0,48
0,688
0,1092
0,96
0,880
0,232
0,15420
0,728
0,168
0,96
0,48
0,820
1,455
0,92
0,48
0,956
0,3452
0,96
1,100
0,48
0,8036
1,1363
0,2928
0,5808
12,423
0,2955
0,48
2,21376
0,836
0,284
0,1224
0,92
110,3691
0,6008
0,295168
26,908
4,1604
2,1932
2847,7753
0,48
0,96
5,39197
0,164
0,96
0,1280
0,153
0,268
0,564
0,636
0,88
0,376
0,48
0,4260
3,34964
24,167
0,404
1,100
2,134
4,827
1,1468
1,124
0,120
0,204
0,1508
0,108
1,58981
0,628
5,805
0,184
0,7741
829,54372
12,2306
9,141
2,6402
8,123
0,104
2,568581
7,97
1,309
2,66004
0,160
0,3373
0,3204
0,1132
0,147
0,440
0,72
0,452
0,484
0,32714
1,1260
0,1316
0,824
0,820
0,1548
0,346632
0,121
0,96
0,152
0,144
0,1596
0,312
0,176
16,282988
0,48
4,272
0,5324
0,256
0,440
0,768
4,1336
0,48
0,48
0,576
0,136
0,1660
47,3824
0,1448
1,112
0,186308
0,957
0,48
2,476
0,164
2,39411
0,2388
0,108
1,504
1,681
1,21556
0,112
133,535
0,92
0,48
1,112
0,2908
17,32567
9,56334
15,17037
113,2737
17,191
2,686
6,184
1,744
2,108
0,10575
0,160
0,100
0,96
7,4395
0,96
0,92
0,3107
0,96
0,1632
0,120
0,328
1,1872
0,720
0,520
0,2052
0,96
0,868
0,96
0,2207
0,23884
1,236
0,444
1,16857
0,136
0,864
0,4529
0,1332
0,564
0,3560
0,190761
0,576
0,88
619,743
0,92
1,114506
0,48
0,320
0,1772
0,3924
0,8320
0,100
0,440
0,826
0,456
0,924
0,1040
1,48
0,1252
0,444
0,100
4,72630
1,2612
1,1516
1,96
0,92
0,2484
0,16216
0,100
11,369
1,5216
0,13160
7,189
352,891
71,2065
1,212
334,5962
22,535
8,799
5,3173
12,3763
25,150
11,145463
4,132
0,492
2,104
27,919
19,28948
2,158
0,608
0,130472
3,512
0,3520
0,48
0,92
0,4692
0,2756
0,120
0,188
1,124
1,30354
0,242
0,48
0,3596
0,1579
0,96
0,32748
0,6068
1,878
0,408
0,279
0,6532
2,484
0,3916
0,26072
1,249
0,1648
0,1900
0,120
1,1064
0,106
0,884
1,112
0,1552
0,22544
2,532057
446,965
0,752
0,1564
0,896
0,732
0,1088
0,1168
0,22936
0,424
0,164
0,48
0,100
0,728
0,48
0,812
0,900
0,135
0,692
0,201
0,112
0,1064
0,1184
1,2081
0,608
0,48
0,4168
0,48
0,114
0,5988
0,35654
1,147
0,96
14,10329
1,430986
0,88
0,10188
51,18427
0,96
1,388
0,3172
0,580
1,720
1,460
1,236
435,8928
1,96
0,720
1,4795
0,96
4,3210
0,100
1,1880
0,11352
1,272
29,258
6,5464
0,552716
1,312
0,540
1,158231
1,1140
0,7048
0,100
0,48
0,536
0,26864
0,804
0,79915
10,3737
2,14542
1,10217
4,14686
12,2221
2,12940
2,134
1,4238
16,175
0,48
0,88
4,4960
1,6666
1,359
0,85
0,676
0,48
0,48
0,92
0,436
0,424
0,100
0,112
0,920
1,96
0,48
0,104
0,2491
0,288
0,244
0,100
0,55606
0,172
0,740
0,156
0,184
0,100
0,4676
1,732
0,1492
1,474440
0,2772
0,437536
0,1324
0,132
0,48
0,148
1,21436
0,604
0,100
0,48
0,96
0,128
2,453
0,48
1,3144
0,588
0,15552
1,4712
2,2368
1,195
0,100
27,2215
1,765
0,2772
0,125880
0,7912
1,721
3,5804
0,109860
0,2760
0,54052
0,1408
0,5284
1,128
0,2092
0,2648
0,868
0,3184
0,340
0,39432
0,2308
0,3016
2,500
1,108
1,4458
133,1302
4,78078
5,21950
2,166198
5,2355
1,756
7,1448
2,3630
2,3999
0,1616
0,960
0,92
0,100
0,48
0,8456
0,136
0,92
4,408
0,4006
0,112
0,623
0,96
8,546
0,380
0,3052
0,2630
0,13449
0,3568
0,48
0,34754
0,30467
0,132
0,9176
0,19484
1,824
1,104
0,708
0,10267
0,48
0,248
0,14161
0,556
0,10128
0,280
0,4856
2,4090
0,48196
0,1896
0,8260
0,428
2,452
0,420
2,984
1,608
2,2774
0,96
0,324
0,476
0,120
0,248
0,3300
1,479
0,2296
0,8888
2,272
0,92
4,134109
0,855
0,448
0,672
0,312
3,172
10,183903
0,844
1,50840
6,1989
0,916
1,241
0,223
1,192
0,328
0,156
0,223
2,2823
0,7908
0,148
0,96
12,50996
157,1177
3,425
32,1914484
0,100
1,6591
28,293
1,15198
7,174
0,48
0,108
0,48
0,48
0,514633
0,3456
0,1076
0,1532
0,759
1,484
0,8056
0,600
0,48
0,2076
0,104
0,372
1,1764
1,114
0,48
1,1640
5,35865
1,1108
0,1112
0,48
0,48
1,634740
0,512
0,192
0,1236
0,24016
0,460
0,104
1,6968
0,348
7,1616
0,67024
1,2520
0,9308
4,472
0,440
4,4776
0,36671
1,2684
0,533226
0,104
0,11692
0,504
0,460
0,684
0,368
0,412
0,2328
0,48
0,48
0,104
0,104
1,449
0,104
0,556
0,140
0,1400
0,116
10,702
2,6480
1,20296
0,18295
0,340
0,16148
1,5580
1,183
1,412
0,1168
1,328
0,104
5,2336
0,305
214,521273
70,616
0,1153
27,144
0,11573
6,132
0,796
0,96
1,5267
0,1392
2,2648
0,48
2,5966
0,121
4,200
7,2321
5,52178
1,996
0,1984
0,604
0,783
27,16002
0,48
0,100
0,444
0,3740
0,168
0,48
0,48
0,104
0,48
1,1873
0,100
0,128
1,104
1,112
0,112
0,48
0,9516
0,420
0,48
0,136
0,108
0,10092
0,1252
0,104
0,104
0,1704
0,2267
0,124
0,796
0,480
0,256
0,528
0,2685
0,104
0,4429
0,152
1,176
0,1356
0,100
0,408
0,104
0,100
0,89283
1,653
0,48
0,112
0,96
0,380
0,452
0,2424
0,458
3,447
0,1516
0,8612
3,21992
2,2044
0,28732
0,15215
0,288
1,2460
0,140
0,19029
2258,5057
0,48
0,444
0,972
0,100
12,764696
6,496679
5,6125
6,3333
2,1431
2,1746
1,172
0,5899
52,5402
2,146
1,58334
1,15205
0,2867
0,970
2,2675
0,48
0,48
2,3800
2,140
3,4176
1,140
0,48
0,112728
0,1360
0,10235
0,1624
0,5908
0,19196
0,36704
0,2796
0,448
0,128
0,436
0,312
0,48
0,1040
0,4024
0,816
0,400
0,104
0,116
1,1868
1,4528
0,1728
0,176
0,740
0,416
0,48
1,540
0,108
1,184
0,157
0,156
0,4627
0,2924
0,13968
0,100
129,10927
0,404
2,124
0,136
0,199
0,1874
26,677
0,608
3,2448
2,762
19,30257
10,275
0,21559
0,12627
10,476
0,7979
1,8208
0,6580
0,944
0,412
0,5696
0,1668
0,94104
0,20612
0,5104
1,1371
0,432
1,461
0,316
0,1268
0,552
0,568
0,48
0,100
0,676
0,38488
6,6260
2,8494
0,600
2,3922
1,6272
0,48
90,133
0,111126
1,13788
0,19584
0,452
0,144
0,48
0,1064
3,3599
0,96
1,505
0,639
21,8941
1,116
1,66296
70,74999
0,211
0,1180
0,3192
1,454
0,33522
1,239
0,47076
0,372
0,844
0,100
0,1562
421,218
0,92
347,1827
14,2194
43,67770
13,463
16,388
0,361
4,927
30,725
0,48
2,880
3,1127
7,2132
30,111
0,828
4,715
0,120
1,144
1,5272
3,7291
0,48
0,48
0,104
0,17908
0,18594
0,204
1,36184
0,460
1,1572
0,100
1,10656
0,144
0,100
0,48
0,2528
0,13752
0,1576
0,4758
0,5236
0,144
0,484
0,10532
1,13296
1,90564
0,100
0,416
0,48
1,12743
0,12376
0,92
2,556
0,620
0,4952
0,104
53,508862
0,272
11,117
0,688
0,616
0,752
0,104
0,3656
0,448
